STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/2/09,0,0,0,53,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/3/09,0.38,4,0,37,26
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/4/09,0,0,1,30,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/5/09,0,0,1,24,12
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/6/09,0,0,1,30,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/7/09,0,0,1,43,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/8/09,0,0,0,61,37
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/9/09,0,0,0,47,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/10/09,0,0,0,49,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/11/09,0.02,0,0,62,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/12/09,0.05,0,0,55,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/13/09,0,0,0,46,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/14/09,0,0,0,43,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/15/09,0,0,0,44,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/16/09,0,0,0,41,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/17/09,0,0,0,42,26
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/18/09,0.34,0,0,43,27
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/19/09,0.03,0,0,51,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/20/09,0,0,0,35,24
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/21/09,0,0,0,41,27
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/22/09,0.15,0,0,45,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/23/09,0,0,0,36,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/24/09,0,0,0,38,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/25/09,0,0,0,38,24
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/26/09,0,0,0,47,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/27/09,0.01,0,0,53,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/28/09,0,0,0,52,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/1/09,0.16,1.8,0,36,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/2/09,0.34,5.1,5,30,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/3/09,0,0,7,27,13
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/4/09,0,0,6,34,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/5/09,0,0,5,38,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/6/09,0,0,3,45,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/7/09,0,0,0,68,39
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/8/09,0,0,0,66,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/9/09,0.08,0,0,51,39
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/10/09,0,0,0,44,35
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/11/09,0.01,0,0,56,41
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/12/09,0,0,0,45,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/13/09,0,0,0,37,27
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/14/09,0,0,0,47,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/15/09,0,0,0,48,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/16/09,0,0,0,51,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/17/09,0,0,0,49,35
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/18/09,0,0,0,54,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/19/09,0.1,0,0,51,39
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/20/09,0.02,0.1,0,46,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/21/09,0,0,0,44,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/22/09,0,0,0,58,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/23/09,0,0,0,45,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/24/09,0,0,0,49,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/25/09,0,0,0,48,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/26/09,0.51,0,0,47,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/27/09,0,0,0,61,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/28/09,0.15,0,0,59,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/29/09,0.55,0,0,54,47
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/30/09,0,0,0,56,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/31/09,0,0,0,58,39
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/1/09,0.12,0,0,49,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/2/09,0.04,0,0,64,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/3/09,0.73,0,0,60,48
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/4/09,0,0,0,55,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/5/09,0,0,0,66,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/6/09,0.74,0,0,53,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/7/09,0,0,0,49,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/8/09,0,0,0,50,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/9/09,0,0,0,59,37
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/10/09,0.01,0,0,56,41
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/11/09,0.83,0,0,50,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/12/09,0,0,0,50,37
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/13/09,0,0,0,58,35
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/14/09,0.18,0,0,50,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/15/09,0.16,0,0,56,41
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/16/09,0,0,0,62,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/17/09,0,0,0,64,39
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/18/09,0,0,0,78,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/19/09,0,0,0,61,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/20/09,1.22,0,0,54,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/21/09,0.08,0,0,55,47
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/22/09,0.09,0,0,55,47
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/23/09,0,0,0,59,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/24/09,0,0,0,64,41
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/25/09,0,0,0,69,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/26/09,0,0,0,86,59
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/27/09,0,0,0,75,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/28/09,0,0,0,85,59
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/29/09,0.04,0,0,70,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/30/09,0,0,0,58,47
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/1/09,0.22,0,0,67,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/2/09,0.14,0,0,63,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/3/09,0.42,0,0,57,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/4/09,0.5,0,0,56,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/5/09,0.52,0,0,55,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/6/09,0.41,0,0,61,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/7/09,0.23,0,0,67,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/8/09,0,0,0,69,55
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/9/09,0.44,0,0,75,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/10/09,0,0,0,72,55
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/11/09,0,0,0,62,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/12/09,0,0,0,70,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/13/09,0,0,0,63,47
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/14/09,0.19,0,0,64,55
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/15/09,0,0,0,71,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/16/09,0,0,0,65,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/17/09,0,0,0,63,53
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/18/09,0,0,0,60,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/19/09,0,0,0,65,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/20/09,0,0,0,73,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/21/09,0,0,0,72,53
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/22/09,0,0,0,77,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/23/09,0,0,0,73,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/24/09,0.07,0,0,76,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/25/09,0,0,0,80,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/26/09,0.01,0,0,66,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/27/09,0.01,0,0,68,53
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/28/09,0.2,0,0,61,55
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/29/09,1.03,0,0,69,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/30/09,0,0,0,77,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/31/09,0,0,0,80,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/1/09,0,0,0,65,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/2/09,0.21,0,0,81,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/3/09,0.35,0,0,73,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/4/09,0.57,0,0,65,55
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/5/09,0.61,0,0,60,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/6/09,0,0,0,73,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/7/09,0,0,0,78,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/8/09,0,0,0,76,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/9/09,1.11,0,0,70,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/10/09,0,0,0,70,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/11/09,0.05,0,0,65,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/12/09,1.07,0,0,79,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/13/09,0,0,0,76,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/14/09,0.01,0,0,71,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/15/09,0.21,0,0,68,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/16/09,0,0,0,66,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/17/09,0.01,0,0,66,53
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/18/09,2.25,0,0,65,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/19/09,0,0,0,79,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/20/09,0.41,0,0,72,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/21/09,0.68,0,0,80,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/22/09,0,0,0,76,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/23/09,0.08,0,0,80,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/24/09,0.02,0,0,78,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/25/09,0,0,0,76,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/26/09,0.04,0,0,81,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/27/09,0.01,0,0,83,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/28/09,0,0,0,80,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/29/09,0,0,0,83,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/30/09,0.05,0,0,80,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/1/09,0.04,0,0,81,68
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/2/09,0.02,0,0,79,68
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/3/09,0.02,0,0,81,68
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/4/09,0,0,0,83,68
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/5/09,0,0,0,80,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/6/09,0,0,0,84,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/7/09,0.51,0,0,80,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/8/09,0,0,0,81,59
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/9/09,0,0,0,73,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/10/09,0,0,0,76,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/11/09,0.38,0,0,76,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/12/09,0.09,0,0,84,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/13/09,0,0,0,77,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/14/09,0,0,0,83,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/15/09,0,0,0,80,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/16/09,0,0,0,82,70
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/17/09,0,0,0,84,68
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/18/09,0,0,0,85,72
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/19/09,0,0,0,81,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/20/09,0,0,0,82,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/21/09,0.76,0,0,72,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/22/09,0,0,0,80,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/23/09,0.56,0,0,76,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/24/09,0.03,0,0,80,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/25/09,0,0,0,82,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/26/09,0.31,0,0,84,72
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/27/09,0,0,0,83,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/28/09,0,0,0,85,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/29/09,0.34,0,0,82,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/30/09,0,0,0,90,73
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/31/09,0.51,0,0,88,70
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/1/09,0,0,0,81,68
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/2/09,0.62,0,0,78,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/3/09,0,0,0,83,69
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/4/09,0,0,0,84,70
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/5/09,0,0,0,86,74
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/6/09,0.04,0,0,76,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/7/09,0,0,0,83,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/8/09,0,0,0,78,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/9/09,0,0,0,80,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/10/09,0.16,0,0,92,72
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/11/09,0,0,0,90,76
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/12/09,0.02,0,0,83,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/13/09,0.01,0,0,76,69
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/14/09,0,0,0,82,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/15/09,0,0,0,86,69
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/16/09,0,0,0,90,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/17/09,0,0,0,91,73
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/18/09,0,0,0,89,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/19/09,0,0,0,90,73
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/20/09,0,0,0,87,75
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/21/09,0.54,0,0,88,73
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/22/09,0.57,0,0,85,72
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/23/09,0.01,0,0,84,74
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/24/09,0,0,0,85,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/25/09,0,0,0,84,70
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/26/09,0,0,0,89,73
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/27/09,0,0,0,77,68
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/28/09,1.47,0,0,73,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/29/09,0.06,0,0,74,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/30/09,0,0,0,81,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/31/09,0,0,0,75,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/1/09,0,0,0,75,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/2/09,0,0,0,75,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/3/09,0,0,0,79,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/4/09,0,0,0,85,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/5/09,0,0,0,86,69
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/6/09,0,0,0,76,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/7/09,0,0,0,74,59
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/8/09,0,0,0,75,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/9/09,0,0,0,78,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/10/09,0,0,0,72,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/11/09,0.94,0,0,67,59
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/12/09,0.11,0,0,69,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/13/09,0,0,0,82,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/14/09,0,0,0,79,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/15/09,0,0,0,82,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/16/09,0.08,0,0,69,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/17/09,0.01,0,0,67,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/18/09,0,0,0,76,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/19/09,0,0,0,71,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/20/09,0,0,0,72,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/21/09,0,0,0,72,55
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/22/09,0,0,0,73,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/23/09,0,0,0,78,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/24/09,0.03,0,0,85,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/25/09,0,0,0,71,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/26/09,0.07,0,0,64,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/27/09,1.41,0,0,69,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/28/09,0.51,0,0,72,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/29/09,0,0,0,70,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/30/09,0,0,0,62,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/1/09,0,0,0,59,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/2/09,0,0,0,66,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/3/09,1.8,0,0,69,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/4/09,0,0,0,72,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/5/09,0,0,0,68,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/6/09,0,0,0,67,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/7/09,0.08,0,0,73,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/8/09,0,0,0,67,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/9/09,0,0,0,72,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/10/09,0,0,0,69,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/11/09,0,0,0,65,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/12/09,0,0,0,53,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/13/09,0,0,0,66,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/14/09,0,0,0,54,41
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/15/09,0.66,0,0,49,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/16/09,0.01,0,0,47,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/17/09,0.01,0,0,53,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/18/09,0.33,0,0,49,41
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/19/09,0,0,0,58,39
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/20/09,0,0,0,66,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/21/09,0,0,0,68,48
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/22/09,0,0,0,71,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/23/09,0.15,0,0,60,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/24/09,1.13,0,0,66,56
